emotion,emo,file,au1,au2,au3,au4,au5,au6,au7,au8,au9,au10,au11,au12,au13,au14,au15,au16,au17,auc1,auc2,auc3,auc4,auc5,auc6,auc7,auc8,auc9,auc10,auc11,auc12,auc13,auc14,auc15,auc16,auc17,auc18
anger,1,17169,0,0,0,0,0,0,0,0.07,0,0.29,0.01,0.41,0.05,0,0.45,0.01,0.38,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17170,0,0,0,0,0,0,0,0.08,0,0.27,0,0.33,0.05,0,0.52,0.03,0.41,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17171,0,0,0,0,0,0.02,0,0.09,0,0.23,0,0.31,0.04,0,0.48,0.06,0.37,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17172,0,0,0,0,0,0.08,0,0.06,0,0.26,0,0.37,0,0,0.41,0.05,0.36,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17173,0,0,0,0,0,0.08,0,0.02,0,0.24,0.02,0.38,0.06,0,0.35,0.04,0.27,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17174,0,0,0,0,0,0.09,0,0.02,0,0.25,0.02,0.4,0.09,0,0.31,0,0.19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17175,0,0,0,0,0,0.08,0,0.03,0,0.23,0.03,0.37,0.09,0,0.3,0.01,0.09,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17176,0,0,0,0,0,0.1,0,0.05,0,0.25,0,0.42,0.1,0,0.24,0.01,0.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17177,0,0,0,0,0,0.08,0,0.04,0,0.3,0.05,0.4,0.07,0,0.24,0.01,0.11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17178,0,0,0,0,0,0.02,0,0.01,0,0.3,0.06,0.45,0.07,0,0.29,0.04,0.17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17179,0.01,0,0,0,0,0.01,0,0,0,0.33,0.16,0.47,0.01,0,0.3,0.04,0.13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17180,0.01,0,0,0,0,0.01,0,0,0,0.27,0.17,0.45,0.02,0,0.32,0.1,0.17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17181,0.01,0,0,0,0,0.01,0,0.03,0,0.35,0.29,0.41,0.02,0,0.29,0.18,0.21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17182,0,0,0,0,0,0,0,0.03,0,0.32,0.25,0.26,0.01,0,0.42,0.26,0.18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17183,0,0,0,0,0,0,0,0.03,0,0.32,0.33,0.19,0,0,0.49,0.29,0.21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17184,0,0,0,0,0,0.09,0,0,0,0.26,0.37,0.09,0,0,0.56,0.32,0.11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anger,1,17185,0,0,0.03,0,0,0.25,0,0.01,0,0.23,0.38,0.13,0,0,0.43,0.35,0.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
anger,1,17186,0,0,0.03,0,0,0.4,0,0.05,0,0.26,0.36,0.19,0.09,0,0.36,0.38,0.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
anger,1,17187,0,0,0.03,0,0,0.32,0,0.05,0,0.19,0.25,0.2,0.09,0,0.38,0.41,0.01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
anger,1,17188,0.01,0,0.02,0,0,0.22,0.04,0.07,0,0.21,0.25,0.14,0.15,0,0.41,0.36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
anger,1,17189,0.01,0,0.02,0,0,0.06,0.04,0.03,0,0.19,0.16,0.05,0.07,0,0.42,0.31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17190,0.03,0.01,0.02,0,0,0.06,0.06,0.03,0,0.21,0.15,0.02,0.07,0,0.31,0.25,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17191,0.05,0.01,0,0,0,0,0.02,0.02,0,0.22,0.08,0.06,0.05,0,0.29,0.21,0.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
anger,1,17192,0.06,0.01,0,0,0,0,0.06,0.03,0,0.2,0.08,0.05,0.08,0,0.33,0.15,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17193,0.09,0,0.05,0,0,0.02,0.07,0.03,0,0.29,0.08,0.06,0.13,0,0.43,0.14,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17194,0.11,0,0.09,0,0,0.06,0.11,0,0,0.31,0.13,0.02,0.18,0,0.45,0.14,0.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17195,0.14,0,0.11,0,0,0.12,0.07,0,0,0.33,0.13,0.01,0.19,0,0.47,0.18,0.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17196,0.15,0,0.09,0,0,0.1,0.04,0,0,0.29,0.11,0,0.14,0,0.39,0.09,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17197,0.09,0,0.05,0,0,0.06,0,0,0,0.3,0.05,0,0.06,0,0.46,0.12,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17198,0.06,0,0.03,0,0,0,0,0,0,0.4,0.02,0,0.03,0,0.43,0.11,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17199,0,0,0,0,0,0,0,0,0,0.47,0.02,0,0.05,0,0.51,0.09,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17200,0,0,0,0,0,0,0,0,0,0.47,0.02,0,0.1,0,0.52,0.03,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17201,0.02,0,0,0,0,0,0,0,0,0.36,0.02,0,0.08,0,0.51,0,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17202,0.05,0,0,0,0,0,0,0.02,0,0.33,0,0,0.07,0,0.42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17203,0.05,0,0,0,0,0,0,0.02,0,0.29,0,0,0.01,0,0.4,0.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17204,0.03,0,0,0,0,0,0,0.03,0,0.29,0,0,0.01,0,0.42,0.04,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17205,0,0,0,0,0,0,0,0.01,0,0.22,0.01,0,0.02,0,0.4,0.04,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17206,0,0,0,0,0,0,0,0.01,0,0.2,0.04,0,0.02,0,0.37,0,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17207,0,0,0,0,0,0,0,0,0,0.16,0.04,0,0.02,0,0.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17208,0,0,0,0,0,0,0,0.01,0,0.24,0.04,0,0,0,0.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17209,0,0,0,0,0,0,0,0.01,0,0.29,0.02,0,0,0,0.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17210,0,0,0,0,0,0,0,0.01,0,0.29,0.02,0,0,0,0.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17211,0,0,0,0,0,0,0,0,0,0.2,0.01,0,0,0,0.43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17212,0,0,0,0,0,0,0,0,0,0.11,0.01,0,0,0,0.45,0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17213,0,0,0.01,0,0,0,0,0,0,0.1,0,0,0,0,0.38,0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17214,0,0,0.01,0,0,0,0,0,0,0.08,0.05,0,0,0,0.4,0.04,0.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17215,0.02,0,0.01,0,0,0,0,0,0,0.13,0.09,0,0.03,0,0.35,0.04,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17216,0.02,0,0,0,0,0,0,0,0,0.13,0.09,0,0.03,0,0.43,0.04,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17217,0.02,0,0,0,0,0,0,0,0,0.13,0.05,0.08,0.03,0,0.39,0,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17218,0,0,0,0,0,0,0,0,0,0.1,0.01,0.16,0,0,0.4,0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17219,0,0,0,0.05,0,0,0,0,0,0.16,0.01,0.2,0,0,0.31,0.03,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17220,0,0,0,0.05,0,0,0,0,0,0.28,0.03,0.12,0,0,0.38,0.07,0.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17221,0,0,0,0.05,0,0,0,0,0,0.42,0.02,0.05,0,0,0.42,0.13,0.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17222,0,0,0,0,0,0,0,0,0,0.44,0.06,0.01,0,0,0.51,0.14,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17223,0,0,0,0.02,0,0,0,0,0,0.38,0.1,0.01,0,0,0.47,0.17,0.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17224,0,0,0,0.02,0,0,0,0,0,0.26,0.16,0,0,0,0.46,0.16,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17225,0.02,0,0,0.02,0,0.01,0,0,0,0.25,0.15,0,0,0,0.4,0.14,0.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17226,0.02,0,0,0,0,0.01,0,0,0,0.18,0.13,0.01,0,0,0.4,0.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17227,0.05,0,0,0,0,0.03,0,0,0,0.21,0.07,0.01,0,0,0.32,0.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17228,0.03,0,0,0,0,0.03,0,0,0,0.16,0.04,0.01,0,0,0.29,0,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17229,0.11,0,0,0.08,0,0.03,0,0.03,0,0.28,0.03,0.02,0,0,0.26,0.03,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17230,0.09,0,0,0.13,0,0,0,0.05,0,0.31,0.14,0.02,0,0,0.28,0.03,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17231,0.14,0,0,0.21,0,0,0,0.11,0,0.34,0.21,0.05,0,0,0.26,0.08,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17232,0.06,0,0,0.14,0,0,0,0.07,0,0.24,0.23,0.03,0,0,0.26,0.05,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17233,0.07,0,0,0.08,0,0,0,0.06,0,0.26,0.19,0.05,0,0,0.3,0.05,0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17234,0.06,0,0,0,0,0.1,0,0,0,0.21,0.19,0.03,0,0,0.42,0,0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17235,0.11,0,0,0,0,0.15,0,0,0,0.24,0.3,0.04,0,0,0.43,0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17236,0.12,0,0,0,0,0.15,0,0,0,0.18,0.35,0.02,0,0,0.43,0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
anger,1,17237,0.15,0,0,0,0,0.05,0,0.02,0,0.14,0.44,0.02,0,0,0.34,0.03,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
anger,1,17238,0.11,0,0,0,0,0,0,0.02,0,0.09,0.34,0,0,0,0.27,0.04,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
anger,1,17239,0.12,0,0,0,0,0,0,0.02,0,0.05,0.29,0.02,0,0,0.24,0.04,0.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17240,0.13,0,0,0,0,0,0,0,0,0.12,0.21,0.02,0,0,0.21,0.01,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17241,0.17,0,0,0,0,0,0,0,0,0.14,0.25,0.02,0,0,0.21,0,0.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17242,0.2,0,0,0,0,0,0,0,0,0.13,0.29,0.01,0,0,0.22,0.01,0.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17243,0.13,0,0,0,0,0,0,0,0,0.12,0.33,0.01,0,0,0.24,0.02,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17244,0.17,0,0.01,0,0,0,0,0,0,0.09,0.33,0,0,0,0.3,0.03,0.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17245,0.11,0,0.01,0,0,0,0,0,0,0.09,0.31,0.01,0,0,0.36,0.04,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17246,0.09,0,0.01,0,0,0.01,0,0,0,0.11,0.23,0.01,0,0,0.45,0.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17247,0.02,0,0,0,0,0.01,0,0.01,0,0.15,0.15,0.01,0,0,0.4,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17248,0,0,0,0,0,0.01,0,0.07,0,0.13,0.07,0,0,0,0.29,0,0.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17249,0.03,0,0,0,0,0,0,0.07,0,0.07,0.03,0,0,0,0.19,0,0.21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17250,0.13,0,0,0,0,0.01,0,0.09,0,0.07,0.06,0,0,0,0.23,0,0.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17251,0.23,0,0,0,0,0.05,0,0.06,0,0.15,0.05,0,0,0,0.17,0,0.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17252,0.3,0,0,0,0,0.05,0,0.1,0,0.21,0.06,0,0,0,0.11,0.07,0.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17253,0.36,0,0,0,0,0.04,0,0.16,0,0.21,0.12,0,0,0,0,0.07,0.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17254,0.39,0,0,0,0,0.01,0,0.15,0,0.13,0.23,0,0,0,0,0.14,0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17255,0.48,0,0,0,0,0.01,0,0.11,0,0.06,0.23,0,0,0,0,0.26,0.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17256,0.52,0,0,0,0,0.05,0,0.02,0,0.02,0.21,0,0,0,0.05,0.53,0.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17257,0.39,0,0,0,0,0.05,0,0.01,0,0,0.09,0.15,0,0.05,0.11,0.82,0.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17258,0.4,0,0,0,0,0.16,0,0.01,0,0,0.17,0.15,0,0.05,0.12,1.02,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17259,0.36,0,0,0,0,0.27,0,0.01,0,0,0.17,0.22,0,0.08,0.07,1.09,0.02,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17260,0.6,0,0,0,0,0.34,0,0,0,0,0.37,0.1,0,0.03,0.02,1.12,0.02,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17261,0.71,0,0,0,0,0.39,0,0,0,0,0.44,0.1,0,0.03,0.01,1.03,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17262,0.97,0.09,0,0,0,0.28,0,0,0,0,0.47,0.03,0,0,0.01,1.05,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17263,1.27,0.36,0,0,0,0.34,0,0,0,0,0.38,0.06,0,0,0,1.06,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17264,1.43,0.49,0,0,0,0.39,0,0,0,0,0.35,0.08,0,0,0.11,1.15,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17265,1.3,0.44,0,0,0,0.59,0,0.01,0,0,0.32,0.26,0,0,0.28,0.99,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
anger,1,17266,1.01,0.21,0,0,0,0.63,0,0.01,0,0,0.39,0.38,0,0.04,0.56,0.94,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
anger,1,17267,0.83,0.12,0,0,0,0.67,0,0.01,0,0,0.51,0.57,0,0.12,0.58,0.9,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
anger,1,17268,0.88,0.11,0,0,0,0.49,0,0,0,0,0.73,0.56,0,0.12,0.64,0.99,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
anger,1,17269,0.96,0.09,0,0,0,0.41,0,0,0,0,0.69,0.52,0,0.14,0.49,0.86,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
anger,1,17270,1.08,0.11,0,0,0,0.35,0,0.04,0,0,0.65,0.49,0,0.06,0.39,0.83,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
anger,1,17271,1.01,0.11,0,0,0,0.29,0,0.15,0,0,0.58,0.58,0,0.08,0.18,0.85,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
anger,1,17272,1.02,0.09,0,0,0,0.28,0,0.19,0,0,0.65,0.61,0,0.02,0.05,0.89,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
anger,1,17273,1,0.06,0,0,0,0.21,0,0.2,0,0,0.65,0.61,0,0.02,0.12,0.85,0.02,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
anger,1,17274,1.09,0.15,0,0,0,0.21,0,0.16,0.01,0,0.73,0.64,0,0.06,0.11,0.76,0.02,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
anger,1,17275,1.22,0.23,0,0,0,0.12,0,0.2,0.01,0,0.68,0.65,0,0.06,0.15,0.83,0.02,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
anger,1,17276,1.21,0.27,0,0,0,0.03,0,0.24,0.01,0,0.58,0.68,0,0.1,0.07,0.86,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
anger,1,17277,1.4,0.25,0,0,0,0.12,0,0.18,0,0,0.49,0.6,0,0.04,0.16,0.87,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
anger,1,17278,1.34,0.16,0,0,0,0.28,0,0.14,0,0,0.47,0.59,0,0.08,0.27,0.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17279,1.35,0.13,0,0,0,0.29,0,0.16,0,0,0.46,0.53,0,0.03,0.43,0.86,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17280,1.16,0.13,0,0,0,0.25,0,0.17,0,0,0.42,0.49,0,0.07,0.39,0.88,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17281,1.23,0.37,0,0,0,0.22,0,0.17,0,0,0.34,0.46,0,0.03,0.32,0.8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17282,1.24,0.44,0,0,0,0.17,0,0.07,0,0,0.34,0.5,0,0.03,0.28,0.82,0.04,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17283,1.25,0.45,0,0,0,0.13,0,0.1,0,0,0.24,0.56,0,0.11,0.35,0.93,0.04,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17284,1.2,0.45,0,0,0,0.02,0,0.09,0.01,0,0.28,0.59,0,0.11,0.4,0.97,0.05,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17285,1.27,0.46,0,0,0,0.02,0,0.11,0.02,0,0.15,0.56,0,0.11,0.34,0.95,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17286,1.26,0.54,0,0,0,0,0,0.05,0.02,0.03,0.17,0.46,0,0,0.45,0.84,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17287,1.22,0.38,0,0,0,0.01,0,0.09,0.03,0.03,0.18,0.44,0,0.03,0.41,0.71,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17288,1.13,0.39,0,0,0,0.05,0,0.09,0.02,0.03,0.22,0.41,0,0.03,0.47,0.71,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17289,1.22,0.3,0,0,0,0.06,0,0.09,0.02,0,0.23,0.44,0,0.03,0.38,0.68,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17290,1.12,0.21,0,0,0,0.05,0,0.1,0.03,0,0.26,0.51,0,0.03,0.32,0.81,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17291,1.13,0.27,0,0,0,0.14,0,0.08,0.06,0,0.32,0.51,0,0.03,0.31,0.82,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17292,1.08,0.34,0,0,0,0.13,0,0.08,0.06,0,0.42,0.54,0,0.03,0.23,0.92,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17293,1.15,0.37,0,0,0,0.22,0,0.05,0.04,0,0.4,0.47,0,0.06,0.25,0.84,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17294,1.1,0.3,0,0,0,0.11,0,0.05,0.01,0,0.4,0.46,0,0.06,0.19,0.81,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17295,1.16,0.31,0,0,0,0.11,0,0.05,0.01,0,0.36,0.48,0,0.06,0.21,0.7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17296,1.19,0.4,0,0,0,0.02,0,0,0,0,0.35,0.47,0,0,0.28,0.65,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17297,1.01,0.29,0,0,0,0,0,0.03,0,0,0.33,0.52,0,0.02,0.4,0.65,0.02,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17298,0.87,0.12,0,0,0,0.14,0,0.04,0,0,0.3,0.32,0,0.02,0.4,0.73,0.02,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
anger,1,17299,0.78,0.02,0,0,0,0.14,0,0.04,0.04,0,0.32,0.2,0,0.02,0.38,0.74,0.02,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17300,0.98,0.24,0,0,0,0.14,0,0,0.04,0.03,0.45,0.02,0,0,0.37,0.59,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17301,0.89,0.33,0,0,0,0,0,0,0.04,0.03,0.44,0.02,0,0,0.36,0.42,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17302,0.82,0.42,0,0,0,0,0,0,0,0.03,0.45,0.07,0,0,0.35,0.38,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17303,0.66,0.25,0,0,0,0,0,0,0.03,0.1,0.45,0.24,0,0,0.36,0.28,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17304,0.75,0.21,0,0,0,0,0,0,0.02,0.16,0.49,0.34,0,0,0.45,0.15,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17305,0.86,0.25,0,0,0,0,0,0,0.04,0.21,0.53,0.48,0,0,0.44,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17306,0.99,0.34,0,0,0,0,0,0,0.02,0.18,0.43,0.38,0,0,0.47,0.01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17307,0.96,0.32,0,0,0,0,0,0,0.02,0.22,0.33,0.36,0,0,0.43,0.01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17308,0.96,0.28,0,0,0,0,0,0,0.01,0.2,0.23,0.27,0,0,0.45,0.01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17309,0.91,0.17,0,0,0,0,0,0,0.01,0.17,0.2,0.28,0,0,0.34,0.01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17310,0.9,0.15,0,0,0,0,0,0,0,0.07,0.27,0.21,0,0,0.23,0.01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17311,0.86,0.04,0,0,0,0,0,0,0,0.06,0.24,0.19,0,0,0.22,0.01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17312,0.85,0.01,0,0,0,0,0,0,0,0.02,0.16,0.21,0,0,0.2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17313,0.82,0.05,0,0,0,0,0,0,0,0.02,0.04,0.33,0,0.04,0.18,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17314,0.81,0.16,0,0,0,0,0,0,0,0.07,0,0.37,0,0.05,0.15,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anger,1,17315,0.78,0.27,0,0,0,0,0,0,0,0.11,0,0.37,0,0.05,0.17,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
