emotion,emo,file, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
neutral,3,10932.jpg,0.05,0,0.19,0,0.49,1.1,0,0.25,1.04,0.65,0.28,0.57,0,0,0.75,0.87,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
happiness,1,10933.jpg,0.05,0,0.15,0,0.49,1.1,0.01,0.18,1.04,0.99,0.28,0.87,0,0.06,0.55,0.44,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral,3,10934.jpg,0,0,0.28,0,1.08,0.81,0.01,0.39,1.77,1.21,0,0.55,0,0.06,1.06,0.06,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
happiness,1,10935.jpg,0,0,0.17,0,0.58,0.6,0.01,0.69,0.93,1.13,0,1.58,0,0.27,0.51,0.46,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral,3,10936.jpg,0,0,0.21,0,0.61,0.6,0,0.74,1.15,1.39,0,1.65,0.15,0.37,0.51,0.46,0.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
happiness,1,10937.jpg,0,0,0.04,0,0.05,0.05,0,0.35,1.22,1.23,0,1.65,0.15,0.71,0.31,0.57,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
happiness,1,10938.jpg,0.53,0,0.04,0.19,0.05,0,0,0.2,1.18,1.37,0,1.7,0.15,1.16,0.31,0.17,0.4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
neutral,3,10939.jpg,1.03,0,0,0.19,0.35,0.82,0.12,0.6,1.14,0.78,0.24,1.87,0.34,1,0.9,0.17,0.42,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
happiness,1,10940.jpg,1.03,0,0,0.19,0.76,0.82,0.65,1.05,0.42,0.73,0.51,1.71,0.54,0.66,1.34,0.24,0.78,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
happiness,1,10941.jpg,1.02,0.06,0,0,1.22,1.3,0.65,1.59,0.79,0.86,0.56,0.76,0.96,0,1.34,0.24,0.4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
happiness,1,10942.jpg,1.18,0.51,0.07,0,0.9,0.48,0.53,1.15,0.72,0.9,0.32,0.25,0.61,0,0.75,0.43,0.37,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
neutral,3,10943.jpg,2.53,1.05,0.1,0.13,0.62,0.7,0,0.89,1.08,0.83,0.14,0.29,0.41,0,0,0.19,0.03,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
neutral,3,10944.jpg,2.47,1.37,0.1,0.13,0.16,0.22,0,0.25,0.85,0.74,0.09,0.21,0,0,0,0.6,0.03,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
neutral,3,10945.jpg,1.88,1.09,0.15,0.58,0.22,0.22,0,0.49,1.15,1.01,0.09,0.21,0,0.85,0.49,0.93,0.03,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
neutral,3,10946.jpg,0.53,0.55,0.24,0.53,1.17,0.97,0.15,0.83,1.3,1.41,0.01,0.18,0.39,0.85,1.11,1.77,0.13,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
happiness,1,10947.jpg,0.08,0.17,0.24,0.53,1.55,1.17,0.27,0.85,1.29,1.72,0.01,0.56,0.41,0.96,1.11,2,0.17,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
neutral,3,10948.jpg,0,0,0.3,0.08,2.07,1.7,0.38,0.78,1.37,1.82,0.01,1.15,0.41,0.2,0.94,1.5,0.53,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
neutral,3,10949.jpg,0,0,0.18,0,1.41,0.77,0.23,0.5,1.64,2.06,0,1.18,0.02,0.61,0.5,0.85,0.4,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0
happiness,1,10950.jpg,0,0,0.27,0.37,1.59,1.15,0.11,1.42,2.17,2.1,1.24,1.86,0,1.14,0.5,0.49,0.36,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1
happiness,1,10951.jpg,0.77,0,0.49,0.37,1.25,1.23,0.06,1.61,2.5,1.69,1.65,2.08,0.27,1.04,0.19,0.47,0.26,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0
neutral,3,10952.jpg,1.55,0.36,0.49,0.49,1.38,2.56,0.06,2.14,1.93,1.44,1.65,2.24,0.27,0.97,0,0.56,0.26,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1
happiness,1,10953.jpg,1.98,0.36,0.75,0.12,0.92,2.08,0.26,1.45,1.38,1.26,1.03,1.92,0.64,0.63,0,0.28,0.26,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1
neutral,3,10954.jpg,1.21,0.36,0.34,0.12,1.62,3,0.56,1.92,0.92,1.59,0.62,1.22,0.45,0.81,0.27,0.28,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1
happiness,1,10955.jpg,0.43,0,0.34,0,1.62,2.58,0.9,1.43,0.93,0.97,0.92,1.2,0.75,0.54,0.61,0.21,0.26,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
happiness,1,10956.jpg,0,0,0.1,0,1.8,2.7,0.87,1.43,0.83,0.49,0.3,0.99,0.38,0.57,0.61,0.69,0.43,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
happiness,1,10957.jpg,0,0,0.58,0,1.48,1.62,0.79,0.83,1.22,0.25,0.86,0.84,0.3,0.39,0.85,0.82,0.84,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
happiness,1,10958.jpg,0,0,0.58,0,1.33,0.81,0.45,0.72,1.58,0.26,0.89,0.87,0,0.63,0.6,0.75,1.2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1
surprise,5,10959.jpg,0,0,0.48,0,1.07,0.6,0.28,0.64,1.85,0.1,0.94,0.93,0,0.3,0.6,0.76,1.75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
neutral,3,10960.jpg,0,0,0,0,0.45,0.15,0.06,0.39,1.28,0.47,0.62,0.93,0,0.3,0.41,0.72,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
neutral,3,10961.jpg,0,0,0.09,0,0,0,0.06,0.36,0.55,0.79,0.3,1.02,0,0,0.36,1.59,1.41,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
neutral,3,10962.jpg,0,0,0.15,0,0.1,0.47,0.06,0.28,0.19,0.79,0.51,0.37,0,0,0.67,2.12,0.89,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
neutral,3,10963.jpg,0,0,0.49,0,0.66,1.21,0,1.04,0.48,0.63,0.72,0.84,0,0,0.35,2.21,0.89,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
happiness,1,10964.jpg,0.38,0,0.81,0,1.13,2.22,0.01,0.9,0.76,0.29,1.2,1.48,0,0.32,0.61,1.19,0.24,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1
happiness,1,10965.jpg,0.38,0,0.85,0,1.81,2.24,0.1,1.93,1.02,1.49,1.15,2.12,0,1.15,0.3,0.33,0.04,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1
happiness,1,10966.jpg,0.38,0,0.75,0,1.94,1.75,0.56,1.53,1.27,1.65,0.79,1.78,0,1.15,0.61,0.15,0.04,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0
happiness,1,10967.jpg,0.52,0,0.34,0,1.48,0.74,0.55,1.91,1.27,2.07,0.39,1.16,0,1.08,0.31,0.21,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0
neutral,3,10968.jpg,0.7,0,0.24,0,0.79,0.24,0.46,1.11,1.3,1.33,0.17,1.07,0,0.24,0.45,0.37,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0
neutral,3,10969.jpg,1.05,0,0.27,0,0.09,0.31,0,0.75,0.58,0.89,0.78,1.79,0.32,0.24,0.43,0.37,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0
happiness,1,10970.jpg,0.54,0,0.51,0,0.53,1.02,0.32,1.02,0.33,0.93,0.71,1.53,0.63,0,1.75,0.76,0.19,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0
anger,2,10971.jpg,0.6,0,0.51,0,1.07,1.08,0.32,1.35,0.95,1.28,0.71,0.98,0.81,0,2.16,0.44,0.19,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0
happiness,1,10972.jpg,0.25,0,0.7,0,2.13,1.95,0.8,2.55,1.37,1.83,0,0.47,1.06,0,2.57,0.56,0.19,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0
anger,2,10973.jpg,0.26,0,1.1,0,2.01,1.44,0.54,2.49,1.32,1.84,0.08,0.46,1.41,0,2.44,0.58,0.25,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0
anger,2,10974.jpg,0.01,0,1.55,0,2.38,3.06,1.27,2.76,1.01,1.78,0.08,0.51,1.58,0,3.09,0.58,0.25,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0
anger,2,10975.jpg,0.4,0,1.2,0,1.31,1.91,0.79,1.71,0.73,1.26,0.08,0.41,1.02,0,3.4,0.52,0.25,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0
anger,2,10976.jpg,0.39,0,0.76,0,1.43,2.64,0.94,1.78,0.73,0.78,0,0.53,0.56,0,2.89,0.06,0.29,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0
anger,2,10977.jpg,0.8,0.71,0.4,0,0.93,1.85,0.72,1.52,0.47,0.57,0.18,0.72,0.23,0,2.7,0.31,0.29,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0
anger,2,10978.jpg,1.49,1.03,1.12,0,1.78,2.3,0.72,1.95,1.3,1.6,0.18,0.89,0.23,0,2.73,0.6,0.29,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0
happiness,1,10979.jpg,1.91,1.03,0.93,0,2.12,1.9,0.51,2.35,2.36,2.18,0.19,1.12,0.46,0,2.9,0.75,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0
happiness,1,10980.jpg,1.78,0.48,1.44,0,2.02,1.3,0.41,2.63,2.34,1.96,0.14,1.49,1.28,0,2.97,0.72,0.11,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0
anger,2,10981.jpg,1.16,0.22,0.6,0,1.18,0.81,0.41,2.17,1.37,0.9,0.33,1.13,1.28,0,1.93,0.49,0.11,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0
neutral,3,10982.jpg,0.87,0.22,0.6,0.27,0.51,0.28,0.41,1.6,0.73,0.87,0.8,0.68,1.21,0,1.85,0.39,0.11,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
neutral,3,10983.jpg,0.92,0.07,0,0.27,0.24,0.1,0,1.25,1.08,1.44,1.27,0.51,0.36,0,1.08,0.18,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
neutral,3,10984.jpg,0.74,0.6,0,0.3,0.24,0.1,0,1.21,1.08,1.61,1.07,0.58,0.36,0,1.08,0.06,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
neutral,3,10985.jpg,1.26,1.12,0,0.03,0.61,0.1,0,1,1.28,1.88,0.6,0.67,0.29,0,0.93,0.12,0.05,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
happiness,1,10986.jpg,0.94,1.12,0.33,0.03,1.3,0.67,0.3,1.19,1.13,1.64,0,0.53,0.44,0,1.33,0.27,0.05,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
anger,2,10987.jpg,0.83,0.85,0.72,0,1.94,1.57,0.86,2.01,1.57,2.23,0.3,1.06,0.83,0,1.84,0.28,0.05,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0
anger,2,10988.jpg,0.26,0.33,0.72,0,1.79,1.65,0.86,2.18,1.72,2.55,0.3,1.19,0.54,0,1.57,0.31,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0
happiness,1,10989.jpg,0.32,0.33,0.83,0,2.13,1.78,0.57,2.46,2.12,2.99,0.3,1.21,1.2,0,1.21,0.16,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0
happiness,1,10990.jpg,0.14,0,0.62,0,2.1,1.07,0,2.31,2.56,3.27,0,0.67,1.19,0,1.49,0.41,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0
happiness,1,10991.jpg,0.06,0,1.4,0,2.82,1.9,0.33,2.53,2.02,2.54,0,0.41,1.83,0,2.2,0.43,0.03,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1
anger,2,10992.jpg,0.03,0,1.21,0,1.67,1.09,0.33,1.93,1.12,1.45,0.01,0.93,1.48,0,2.05,0.52,0.5,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1
neutral,3,10993.jpg,0.03,0,1.07,0,1.72,1.13,0.33,2.14,1.28,1.29,0.01,1.1,1.11,0,1.89,0.35,0.5,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1
happiness,1,10994.jpg,0.03,0,0.63,0,0.67,0.22,0,1.78,1.05,0.88,0.01,1.75,1.03,0,1.2,0.5,1.32,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1
neutral,3,10995.jpg,0,0,0.44,0,1.46,0.38,0,1.89,1.87,1.71,0,1.17,1.01,0,1.23,0.41,0.85,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
happiness,1,10996.jpg,0,0,1.12,0,0.93,0.16,0,1.26,1.02,1,0.34,1.33,1.01,0,0.71,0.61,0.85,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
neutral,3,10997.jpg,0.28,0,1.75,0,1.04,0.16,0,1.43,1.17,1.48,0.55,1.13,0.56,0,0.39,0.4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
neutral,3,10998.jpg,0.28,0.03,1.96,0,0.66,0.39,0.43,0.86,0.69,1.39,0.55,1.26,0.53,0,0.16,0.46,0.92,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
neutral,3,10999.jpg,0.58,0.05,1.25,0,0.78,0.39,0.43,0.81,0.97,2.47,0.48,1.26,1.01,0,0.12,0.17,1.26,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
happiness,1,11000.jpg,0.31,0.05,0.27,0,1.19,0.46,0.43,0.75,1.62,2.88,0.28,0.97,0.9,0,0.23,0.07,1.74,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
happiness,1,11001.jpg,0.31,0.02,0,0,1.66,0.15,0.13,1.27,1.72,2.71,0.28,0.75,0.48,0,0.66,0,1.19,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0
happiness,1,11002.jpg,0,0.16,0.67,0,2.27,1.3,0.68,1.58,1.62,1.47,0.17,0.48,0.33,0,1.35,0,0.97,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0
anger,2,11003.jpg,0,0.16,0.67,0,2.18,1.22,0.68,1.15,1.31,0.73,0.17,0.56,0.33,0,1.52,0.62,0.73,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0
neutral,3,11004.jpg,0,0.16,1.49,0.25,1.85,1.4,0.64,0.93,1.16,0.3,0.17,0.41,1.01,0,2.31,0.79,0.46,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0
anger,2,11005.jpg,0,0,0.82,0.25,1.26,0.53,0.09,0.97,1.28,1.04,0,0.64,0.69,0,2.42,0.79,0.67,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0
happiness,1,11006.jpg,0,0.34,1.29,0.25,0.92,1.05,0.09,1.39,1.17,1.06,0.16,1.44,1.03,0,2.46,0.63,1.04,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0
neutral,3,11007.jpg,0.6,0.8,0.47,0,0.38,0.86,0,1.33,1.24,1.76,0.29,1.77,1.03,0,1.8,0.6,0.95,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0
happiness,1,11008.jpg,1.01,1.13,0.47,0.09,0.09,0.57,0,0.69,0.75,1.4,0.29,1.6,1.03,0,0.93,0.95,0.62,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0
neutral,3,11009.jpg,1.43,0.79,0.3,0.09,0.27,0.24,0,0.83,0.84,2.09,0.14,0.9,1.18,0,1.55,0.81,0.27,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
happiness,1,11010.jpg,0.83,0.33,0.31,0.09,1.15,0.64,0,1.25,1.21,2.45,0.05,1.04,0.64,0,1.46,0.67,0.36,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
happiness,1,11011.jpg,0.58,0,0.31,0,2.03,1.36,0,1.53,1.99,2.07,0.05,1.22,1.05,0,1.46,0.44,0.39,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0
neutral,3,11012.jpg,0.37,0,0.01,0,2.78,1.29,0,1.8,2.16,2.1,0.05,1.4,1.25,0,0.54,0.12,0.35,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0
happiness,1,11013.jpg,0.37,0.08,0,0,2.61,0.92,0,1.46,2.3,1.53,0,1.01,1.41,0,0.13,0.12,0.23,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0
happiness,1,11014.jpg,0.45,0.08,0.53,0,2.35,0.2,0,1.9,2.27,2.37,0,0.62,1.47,0,0.77,0,0.64,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1
happiness,1,11015.jpg,0.34,0.08,0.93,0,1.83,0.08,0,2.02,2.44,1.79,0,0.77,0.77,0,1.05,0,1.22,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1
neutral,3,11016.jpg,0.58,0.13,1.85,0,1.53,0.5,0.13,2.36,1.82,1.87,0.64,1.92,0.59,0,1,0,1.22,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0
neutral,3,11017.jpg,0.35,0.13,1.81,0,1.48,1.07,0.13,2.48,1.83,1.68,0.64,2.58,0.12,0.06,0.36,0.5,0.77,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0
happiness,1,11018.jpg,0.24,0.13,1.4,0,0.98,1.55,0.13,1.53,1.03,1.37,0.9,2.12,0.21,0.06,0.51,0.95,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
neutral,3,11019.jpg,0,0,0.84,0,0.8,1.9,0.1,1.43,0.77,0.92,0.58,1.2,0.77,0.06,0.51,0.95,0.32,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
neutral,3,11020.jpg,0,0,0.36,0,0.75,1.44,0.28,1,0.43,0.28,0.85,0.69,0.77,0,0.5,0.44,0.35,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
happiness,1,11021.jpg,0.35,0,0.36,0,1.14,1.13,0.4,1.29,0.85,0.39,0.74,0.62,0.83,0.53,0,0,0.35,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
happiness,1,11022.jpg,0.35,0,0,0,0.9,0.28,0.29,0.83,0.85,0.13,0.44,0.75,0.15,0.53,0,0.24,0.03,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
neutral,3,11023.jpg,1.57,0.41,0,1,0.39,0.17,0.12,0.53,0.51,0.12,0.34,0.58,0.15,0.53,0,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
surprise,5,11024.jpg,1.22,0.41,0,1,0,0,0,0.26,0.08,0.48,0.54,0.52,0.12,0,0.08,1.46,0.06,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
neutral,3,11025.jpg,1.29,0.41,0,1,0.31,0.62,0.24,0.5,0.4,0.77,0.52,0.19,0.2,0,0.56,1.88,0.06,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
happiness,1,11026.jpg,0.33,0,0.27,0,0.31,0.62,0.24,0.4,0.32,0.77,0.62,0.78,0.22,0,0.56,1.92,0.06,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
neutral,3,11027.jpg,0.38,0,0.73,0,0.31,0.62,0.24,0.4,0.32,0.38,0.84,1.42,1.12,0,0.48,1.84,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
neutral,3,11028.jpg,0.32,0,1,0.07,0,0,0,0.21,0,0.22,1.06,1.98,1.23,0,0,1.65,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
neutral,3,11029.jpg,0.05,0,0.98,0.07,0.12,0.89,0,0.38,0,0.55,0.78,1.86,1.21,0.02,0,1.71,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
neutral,3,11030.jpg,0.04,0,0.97,0.33,0.12,1.02,0,0.6,0,0.59,0.22,1.5,0.19,0.02,0.38,1.61,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
neutral,3,11031.jpg,0.04,0,0.92,0.26,0.12,1.14,0,0.68,0,0.46,0.15,1.4,0.34,0.02,0.46,1.87,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0
neutral,3,11032.jpg,0.04,0,0.74,0.26,0.19,0.76,0,0.76,0.18,0.54,0.15,1.16,0.56,0.2,0.88,1.89,0.06,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
happiness,1,11033.jpg,0,0,0.43,0.29,0.47,0.69,0,0.65,0.18,0.8,0.15,1.22,0.68,0.46,0.5,1.89,0.06,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0
neutral,3,11034.jpg,0.16,0,0.38,0.29,0.47,0.93,0,0.51,0.18,0.8,0.01,1.08,0.34,0.46,0.69,1.68,0.06,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
neutral,3,11035.jpg,0.56,0.43,0.5,0.61,0.37,0.41,0,0.71,0.13,0.41,0.01,1.24,0.14,0.26,0.26,1.31,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
neutral,3,11036.jpg,0.56,0.43,0.77,0.32,0.17,0.87,0,0.78,0.21,0.02,0.13,1.7,0.28,0,0.26,0.82,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
neutral,3,11037.jpg,0.63,0.43,0.86,0.32,0.17,0.55,0,1.08,0.21,0.04,0.13,1.84,0.73,0,0.22,0.62,0.2,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0
neutral,3,11038.jpg,0.23,0,0.67,0.02,0.09,0.55,0,0.64,0.07,0.4,0.13,2.08,0.79,0,0.22,0.36,0.24,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
neutral,3,11039.jpg,0.23,0,0.37,0.02,0.3,0.19,0,1.04,0.43,1.15,0,1.22,0.54,0,0.87,0.73,0.24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
happiness,1,11040.jpg,0,0,0.56,0.02,1.07,0.87,0.3,1.2,0.65,1.67,0,1.01,0.3,0,1.58,0.99,0.04,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
happiness,1,11041.jpg,0.65,0,0.91,0,1.45,1.82,0.3,1.59,0.98,1.29,0.26,1.64,0.22,0.24,1.78,0.99,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
sadness,4,11042.jpg,1.23,0.17,1.04,0,1.33,1.65,0.3,1.1,0.84,1.17,0.26,1.69,0.5,0.24,1.52,0.76,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
surprise,5,11043.jpg,1.98,0.17,0.95,0,0.57,1.54,0,0.82,0.95,0.76,0.36,1.66,0.29,0.24,0.9,0.92,0.03,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
happiness,1,11044.jpg,1.32,0.17,0.81,0,0.99,1.44,0.15,0.92,1.18,1.07,0.29,0.67,0.29,0,1.06,1.1,0.03,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
happiness,1,11045.jpg,0.75,0,0.58,0,0.8,1.44,0.15,0.8,0.88,0.46,0.49,0.91,0.01,0,0.67,0.93,0.03,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
neutral,3,11046.jpg,0.73,0,0.79,0,0.8,1.24,0.35,0.94,0.56,0.31,0.71,0.64,0.58,0,0.69,0.27,0.23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neutral,3,11047.jpg,0.73,0,0.58,0,0.63,1.19,0.44,0.66,0.23,0,0.52,0.91,1.05,0.03,0.33,0.09,0.23,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
happiness,1,11048.jpg,0.73,0,0.89,0,0.63,1.21,0.44,0.66,0.23,0.04,0.62,1.07,1.05,0.03,0.33,0.19,0.39,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neutral,3,11049.jpg,0,0,0.61,0,0.88,1.49,0.25,0.21,0.23,0.04,0.31,1.18,0.69,0.03,0.14,0.82,0.26,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
neutral,3,11050.jpg,0.05,0,0.61,0,0.25,0.69,0,0.2,0,0.3,0.58,1.26,0.55,0,0.28,0.91,0.26,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
neutral,3,11051.jpg,0.05,0,0.32,0,0.25,0.92,0,0.2,0,0.26,0.27,0.78,1.06,0,0.28,1.04,0.31,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
neutral,3,11052.jpg,0.05,0,0.03,0,0.19,0.58,0,0.2,0.7,0.47,0.33,0.7,0.83,0,0.82,0.4,0.6,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
happiness,1,11053.jpg,0,0,0.26,0,0.74,1.03,0,0.44,1.64,0.63,0.06,0.45,0.51,0.52,0.86,0.31,0.63,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
happiness,1,11054.jpg,1.02,0.4,0.28,0.18,0.74,0.89,0,0.99,1.95,0.97,0.26,1.67,0.32,0.52,1.6,0.78,0.43,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
neutral,3,11055.jpg,1.02,0.4,0.28,0.36,0.55,0.86,0,1.25,1.79,0.9,0.2,2.38,0.32,0.79,0.97,1.4,0.04,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
